"numero_ponto","tipo","endereco","geojson","codigo_linha","nome_linha","categoria","cor","apenas_cartao"
103406,"Novo mobiliário","Praça Santos Andrade - 375 - Sagrado Coração","{""type"":""Point"",""coordinates"":[-49.266369209297,-25.428323538349]}","375","SAGRADO CORAÇÃO","TRONCAL","AMARELA","N"
103407,"Novo mobiliário","Praça Santos Andrade - 380 - Detran/Vicente Machado - 366 - Itupava/Hospital Militar","{""type"":""Point"",""coordinates"":[-49.266261920936,-25.428277513404]}","366","ITUPAVA / HOSP. MILITAR","CONVENCIONAL","AMARELA","S"
103407,"Novo mobiliário","Praça Santos Andrade - 380 - Detran/Vicente Machado - 366 - Itupava/Hospital Militar","{""type"":""Point"",""coordinates"":[-49.266261920936,-25.428277513404]}","380","DETRAN / VIC. MACHADO","CONVENCIONAL","AMARELA","N"
103501,"Novo mobiliário","Praça Zacarias - 380-Detran/Vicente Machado","{""type"":""Point"",""coordinates"":[-49.272776724047,-25.432663065592]}","380","DETRAN / VIC. MACHADO","CONVENCIONAL","AMARELA","N"
103502,"Novo mobiliário","Praça Zacarias - 366 - Itupava / Hospital Militar - 393 - C. Imbuia / Parque Barigui","{""type"":""Point"",""coordinates"":[-49.272639931387,-25.43257223014]}","393","C. IMBUIA / PQ. BARIGUI","CONVENCIONAL","AMARELA","S"
103502,"Novo mobiliário","Praça Zacarias - 366 - Itupava / Hospital Militar - 393 - C. Imbuia / Parque Barigui","{""type"":""Point"",""coordinates"":[-49.272639931387,-25.43257223014]}","366","ITUPAVA / HOSP. MILITAR","CONVENCIONAL","AMARELA","S"
103502,"Novo mobiliário","Praça Zacarias - 366 - Itupava / Hospital Militar - 393 - C. Imbuia / Parque Barigui","{""type"":""Point"",""coordinates"":[-49.272639931387,-25.43257223014]}","389","MAD. TARUMÃ / AUGUSTA","MADRUGUEIRO","MADRUGUEIRO","N"
103503,"Novo mobiliário","Praça Zacarias - 370-Rua XV / Barigui - 360-Novena - 365-Jardim Social/Batel","{""type"":""Point"",""coordinates"":[-49.272501797623,-25.432498350589]}","365","JD. SOCIAL / BATEL","CONVENCIONAL","AMARELA","S"
103503,"Novo mobiliário","Praça Zacarias - 370-Rua XV / Barigui - 360-Novena - 365-Jardim Social/Batel","{""type"":""Point"",""coordinates"":[-49.272501797623,-25.432498350589]}","360","NOVENA","CONVENCIONAL","AMARELA","N"
103503,"Novo mobiliário","Praça Zacarias - 370-Rua XV / Barigui - 360-Novena - 365-Jardim Social/Batel","{""type"":""Point"",""coordinates"":[-49.272501797623,-25.432498350589]}","370","RUA XV / BARIGUI","CONVENCIONAL","AMARELA","N"
103504,"Novo mobiliário","Praça Osório - 393-C. Imbuia/Parque Barigui","{""type"":""Point"",""coordinates"":[-49.276313216633,-25.43287069202]}","393","C. IMBUIA / PQ. BARIGUI","CONVENCIONAL","AMARELA","S"
103504,"Novo mobiliário","Praça Osório - 393-C. Imbuia/Parque Barigui","{""type"":""Point"",""coordinates"":[-49.276313216633,-25.43287069202]}","889","MAD. SÃO BRÁZ","MADRUGUEIRO","MADRUGUEIRO","N"
103505,"Novo mobiliário","Praça Gen. Osório, 389 - Centro","{""type"":""Point"",""coordinates"":[-49.276558638757,-25.433122323438]}","360","NOVENA","CONVENCIONAL","AMARELA","N"
103505,"Novo mobiliário","Praça Gen. Osório, 389 - Centro","{""type"":""Point"",""coordinates"":[-49.276558638757,-25.433122323438]}","001","CIRCULAR CENTRO (HORÁRIO)","CIRCULAR CENTRO","BRANCA","S"
103506,"Novo mobiliário","Praça Santos Andrade - 001 - Circular Centro (Horário)","{""type"":""Point"",""coordinates"":[-49.267110557502,-25.42861777034]}","001","CIRCULAR CENTRO (HORÁRIO)","CIRCULAR CENTRO","BRANCA","S"
103506,"Novo mobiliário","Praça Santos Andrade - 001 - Circular Centro (Horário)","{""type"":""Point"",""coordinates"":[-49.267110557502,-25.42861777034]}","001","CIRCULAR CENTRO (HORÁRIO)","CIRCULAR CENTRO","BRANCA","S"
104001,"Plataforma","Terminal Bairro Alto - 030 - Interbairros III","{""type"":""Point"",""coordinates"":[-49.20568,-25.41314]}","030","INTERBAIRROS III","INTERBAIRROS","VERDE","N"
104002,"Plataforma","Terminal Bairro Alto - 374 - Hugo Lange","{""type"":""Point"",""coordinates"":[-49.20553,-25.41308]}","374","HUGO LANGE","TRONCAL","AMARELA","N"
104002,"Plataforma","Terminal Bairro Alto - 374 - Hugo Lange","{""type"":""Point"",""coordinates"":[-49.20553,-25.41308]}","374","HUGO LANGE","TRONCAL","AMARELA","N"
104003,"Plataforma","Terminal Bairro Alto - 372 - Tarumã","{""type"":""Point"",""coordinates"":[-49.20538,-25.41303]}","372","TARUMÃ","TRONCAL","AMARELA","N"
104003,"Plataforma","Terminal Bairro Alto - 372 - Tarumã","{""type"":""Point"",""coordinates"":[-49.20538,-25.41303]}","372","TARUMÃ","TRONCAL","AMARELA","N"
104004,"Plataforma","Terminal Bairro Alto - 341 - Bairro Alto / Santa Cândida","{""type"":""Point"",""coordinates"":[-49.20525,-25.41301]}","341","B. ALTO / STA. CÂNDIDA","ALIMENTADOR","LARANJA","N"
104004,"Plataforma","Terminal Bairro Alto - 341 - Bairro Alto / Santa Cândida","{""type"":""Point"",""coordinates"":[-49.20525,-25.41301]}","341","B. ALTO / STA. CÂNDIDA","ALIMENTADOR","LARANJA","N"
104005,"Plataforma","Terminal Bairro Alto - 342 - Bairro Alto / Boa Vista","{""type"":""Point"",""coordinates"":[-49.20507,-25.41291]}","342","B. ALTO / BOA VISTA","ALIMENTADOR","LARANJA","N"
104005,"Plataforma","Terminal Bairro Alto - 342 - Bairro Alto / Boa Vista","{""type"":""Point"",""coordinates"":[-49.20507,-25.41291]}","342","B. ALTO / BOA VISTA","ALIMENTADOR","LARANJA","N"
104006,"Plataforma","Terminal Bairro Alto - 030 - Interbairros III","{""type"":""Point"",""coordinates"":[-49.20506,-25.41282]}","030","INTERBAIRROS III","INTERBAIRROS","VERDE","N"
104009,"Plataforma","Terminal Bairro Alto - 375 - Sagrado Coração","{""type"":""Point"",""coordinates"":[-49.20531,-25.41292]}","375","SAGRADO CORAÇÃO","TRONCAL","AMARELA","N"
104009,"Plataforma","Terminal Bairro Alto - 375 - Sagrado Coração","{""type"":""Point"",""coordinates"":[-49.20531,-25.41292]}","375","SAGRADO CORAÇÃO","TRONCAL","AMARELA","N"
104010,"Plataforma","Terminal Bairro Alto - 373 - Alto Tarumã","{""type"":""Point"",""coordinates"":[-49.20538,-25.41296]}","373","ALTO TARUMÃ","TRONCAL","AMARELA","N"
104010,"Plataforma","Terminal Bairro Alto - 373 - Alto Tarumã","{""type"":""Point"",""coordinates"":[-49.20538,-25.41296]}","373","ALTO TARUMÃ","TRONCAL","AMARELA","N"
104011,"Plataforma","Terminal Bairro Alto - 371 - Higienópolis","{""type"":""Point"",""coordinates"":[-49.20551,-25.41299]}","371","HIGIENÓPOLIS","TRONCAL","AMARELA","N"
104011,"Plataforma","Terminal Bairro Alto - 371 - Higienópolis","{""type"":""Point"",""coordinates"":[-49.20551,-25.41299]}","371","HIGIENÓPOLIS","TRONCAL","AMARELA","N"
104013,"Plataforma","Terminal Bairro Alto - 343 - Paraíso","{""type"":""Point"",""coordinates"":[-49.20572,-25.41306]}","343","PARAÍSO","ALIMENTADOR","LARANJA","S"
104013,"Plataforma","Terminal Bairro Alto - 343 - Paraíso","{""type"":""Point"",""coordinates"":[-49.20572,-25.41306]}","343","PARAÍSO","ALIMENTADOR","LARANJA","S"
104101,"Plataforma","Terminal Barreirinha - 218 - Tamandaré / Cabral - 215-Cabral / Cachoeira","{""type"":""Point"",""coordinates"":[-49.262270704264,-25.377418235125]}","245","REFORÇO ANITA GARIBALDI","ALIMENTADOR","LARANJA","N"
104102,"Plataforma","Terminal Barreirinha - 218 - Tamandaré / Cabral - 215 - Cabral/Cachoeira","{""type"":""Point"",""coordinates"":[-49.262434319014,-25.377314029425]}","245","REFORÇO ANITA GARIBALDI","ALIMENTADOR","LARANJA","N"
104103,"Plataforma","Terminal Barreirinha - 205 - Barreirinha","{""type"":""Point"",""coordinates"":[-49.262396768088,-25.377660573614]}","205","BARREIRINHA","TRONCAL","AMARELA","N"
104103,"Plataforma","Terminal Barreirinha - 205 - Barreirinha","{""type"":""Point"",""coordinates"":[-49.262396768088,-25.377660573614]}","205","BARREIRINHA","TRONCAL","AMARELA","N"
104104,"Plataforma","Terminal Barreirinha - 244 - Jardim do Arroio","{""type"":""Point"",""coordinates"":[-49.262415543551,-25.377481243178]}","244","JD. DO ARROIO","ALIMENTADOR","LARANJA","S"
104104,"Plataforma","Terminal Barreirinha - 244 - Jardim do Arroio","{""type"":""Point"",""coordinates"":[-49.262415543551,-25.377481243178]}","244","JD. DO ARROIO","ALIMENTADOR","LARANJA","S"
104105,"Plataforma","Terminal Barreirinha - 225 - Boa Vista / Barreirinha","{""type"":""Point"",""coordinates"":[-49.262522831912,-25.377196086551]}","225","BOA VISTA / BARREIRINHA","ALIMENTADOR","LARANJA","N"
104105,"Plataforma","Terminal Barreirinha - 225 - Boa Vista / Barreirinha","{""type"":""Point"",""coordinates"":[-49.262522831912,-25.377196086551]}","225","BOA VISTA / BARREIRINHA","ALIMENTADOR","LARANJA","N"
104107,"Plataforma","Terminal Barreirinha - 182 - Abranches","{""type"":""Point"",""coordinates"":[-49.262504056448,-25.377370979063]}","182","ABRANCHES","TRONCAL","AMARELA","N"
104107,"Plataforma","Terminal Barreirinha - 182 - Abranches","{""type"":""Point"",""coordinates"":[-49.262504056448,-25.377370979063]}","182","ABRANCHES","TRONCAL","AMARELA","N"
104109,"Plataforma","Terminal Barreirinha - 242 - Vila Leonice","{""type"":""Point"",""coordinates"":[-49.262483939881,-25.377564849969]}","242","V. LEONICE","ALIMENTADOR","LARANJA","F"
104109,"Plataforma","Terminal Barreirinha - 242 - Vila Leonice","{""type"":""Point"",""coordinates"":[-49.262483939881,-25.377564849969]}","242","V. LEONICE","ALIMENTADOR","LARANJA","F"
104110,"Plataforma","Terminal Barreirinha - 243 - Santa Terezinha","{""type"":""Point"",""coordinates"":[-49.262474552149,-25.377675113908]}","243","STA. TEREZINHA","ALIMENTADOR","LARANJA","F"
104110,"Plataforma","Terminal Barreirinha - 243 - Santa Terezinha","{""type"":""Point"",""coordinates"":[-49.262474552149,-25.377675113908]}","243","STA. TEREZINHA","ALIMENTADOR","LARANJA","F"
104201,"Plataforma","Terminal Boa Vista - 203 - Sta. Cândida C. Raso","{""type"":""Point"",""coordinates"":[-49.24061637,-25.39351746]}","203","STA. CÂNDIDA / C. RASO","EXPRESSO","VERMELHA","N"
104202,"Plataforma","Terminal Boa Vista - 203 - Sta. Cândida C. Raso","{""type"":""Point"",""coordinates"":[-49.24063428764,-25.39366084452]}","203","STA. CÂNDIDA / C. RASO","EXPRESSO","VERMELHA","N"
104203,"Plataforma","Terminal Boa Vista - 342 - Bairro Alto/Boa Vista","{""type"":""Point"",""coordinates"":[-49.240916705523,-25.393374230673]}","342","B. ALTO / BOA VISTA","ALIMENTADOR","LARANJA","N"
104203,"Plataforma","Terminal Boa Vista - 342 - Bairro Alto/Boa Vista","{""type"":""Point"",""coordinates"":[-49.240916705523,-25.393374230673]}","342","B. ALTO / BOA VISTA","ALIMENTADOR","LARANJA","N"
104205,"Plataforma","Terminal Boa Vista - 222 - Vila Esperança","{""type"":""Point"",""coordinates"":[-49.241172069941,-25.393203307563]}","222","V. ESPERANÇA","ALIMENTADOR","LARANJA","N"
104205,"Plataforma","Terminal Boa Vista - 222 - Vila Esperança","{""type"":""Point"",""coordinates"":[-49.241172069941,-25.393203307563]}","222","V. ESPERANÇA","ALIMENTADOR","LARANJA","N"
104206,"Plataforma","Terminal Boa Vista - 225 - Boa Vista/Barreirinha","{""type"":""Point"",""coordinates"":[-49.241135101852,-25.39315155792]}","225","BOA VISTA / BARREIRINHA","ALIMENTADOR","LARANJA","N"
104206,"Plataforma","Terminal Boa Vista - 225 - Boa Vista/Barreirinha","{""type"":""Point"",""coordinates"":[-49.241135101852,-25.39315155792]}","225","BOA VISTA / BARREIRINHA","ALIMENTADOR","LARANJA","N"
104207,"Plataforma","Terminal Boa Vista - 226 - Abaeté","{""type"":""Point"",""coordinates"":[-49.240988775463,-25.393259115553]}","226","ABAETÉ","ALIMENTADOR","LARANJA","N"
104207,"Plataforma","Terminal Boa Vista - 226 - Abaeté","{""type"":""Point"",""coordinates"":[-49.240988775463,-25.393259115553]}","226","ABAETÉ","ALIMENTADOR","LARANJA","N"
104208,"Plataforma","Terminal Boa Vista - 224 - Cassiopéia","{""type"":""Point"",""coordinates"":[-49.240889387732,-25.393337884661]}","224","CASSIOPÉIA","ALIMENTADOR","LARANJA","S"
104208,"Plataforma","Terminal Boa Vista - 224 - Cassiopéia","{""type"":""Point"",""coordinates"":[-49.240889387732,-25.393337884661]}","224","CASSIOPÉIA","ALIMENTADOR","LARANJA","S"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","502","CIRCULAR SUL (HORÁRIO)","EXPRESSO","VERMELHA","N"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","X12","ESPECIAL BOQUEIRAO","EXPRESSO","VERMELHA","N"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","502","CIRCULAR SUL (HORÁRIO)","EXPRESSO","VERMELHA","N"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","X12","ESPECIAL BOQUEIRAO","EXPRESSO","VERMELHA","N"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","502","CIRCULAR SUL (HORÁRIO)","EXPRESSO","VERMELHA","N"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","X12","ESPECIAL BOQUEIRAO","EXPRESSO","VERMELHA","N"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","502","CIRCULAR SUL (HORÁRIO)","EXPRESSO","VERMELHA","N"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","X12","ESPECIAL BOQUEIRAO","EXPRESSO","VERMELHA","N"
104301,"Plataforma","Terminal Boqueirão - 502 - Circular Sul (H)","{""type"":""Point"",""coordinates"":[-49.230300314985,-25.51661831653]}","502","CIRCULAR SUL (HORÁRIO)","EXPRESSO","VERMELHA","N"
104302,"Plataforma","Terminal Boqueirão - 500 - Ligeirão Boqueirão","{""type"":""Point"",""coordinates"":[-49.230156716602,-25.516887223754]}","500","LIGEIRAO BOQUEIRAO","LIGEIRÃO","AZUL","N"
104302,"Plataforma","Terminal Boqueirão - 500 - Ligeirão Boqueirão","{""type"":""Point"",""coordinates"":[-49.230156716602,-25.516887223754]}","500","LIGEIRAO BOQUEIRAO","LIGEIRÃO","AZUL","N"
104302,"Plataforma","Terminal Boqueirão - 500 - Ligeirão Boqueirão","{""type"":""Point"",""coordinates"":[-49.230156716602,-25.516887223754]}","500","LIGEIRAO BOQUEIRAO","LIGEIRÃO","AZUL","N"
104302,"Plataforma","Terminal Boqueirão - 500 - Ligeirão Boqueirão","{""type"":""Point"",""coordinates"":[-49.230156716602,-25.516887223754]}","500","LIGEIRAO BOQUEIRAO","LIGEIRÃO","AZUL","N"
104303,"Plataforma","Terminal Boqueirão - 503 - Boqueirão","{""type"":""Point"",""coordinates"":[-49.229834851521,-25.517171753547]}","503","BOQUEIRÃO","EXPRESSO","VERMELHA","N"
104303,"Plataforma","Terminal Boqueirão - 503 - Boqueirão","{""type"":""Point"",""coordinates"":[-49.229834851521,-25.517171753547]}","503","BOQUEIRÃO","EXPRESSO","VERMELHA","N"
104304,"Plataforma","Terminal Boqueirão - 602 - Circular Sul (AH)","{""type"":""Point"",""coordinates"":[-49.2302453297,-25.51645008559]}","602","CIRCULAR SUL  (ANTI-HORÁRIO)","EXPRESSO","VERMELHA","N"
104304,"Plataforma","Terminal Boqueirão - 602 - Circular Sul (AH)","{""type"":""Point"",""coordinates"":[-49.2302453297,-25.51645008559]}","602","CIRCULAR SUL  (ANTI-HORÁRIO)","EXPRESSO","VERMELHA","N"
104304,"Plataforma","Terminal Boqueirão - 602 - Circular Sul (AH)","{""type"":""Point"",""coordinates"":[-49.2302453297,-25.51645008559]}","602","CIRCULAR SUL  (ANTI-HORÁRIO)","EXPRESSO","VERMELHA","N"
104304,"Plataforma","Terminal Boqueirão - 602 - Circular Sul (AH)","{""type"":""Point"",""coordinates"":[-49.2302453297,-25.51645008559]}","602","CIRCULAR SUL  (ANTI-HORÁRIO)","EXPRESSO","VERMELHA","N"
104304,"Plataforma","Terminal Boqueirão - 602 - Circular Sul (AH)","{""type"":""Point"",""coordinates"":[-49.2302453297,-25.51645008559]}","502","CIRCULAR SUL (HORÁRIO)","EXPRESSO","VERMELHA","N"
104304,"Plataforma","Terminal Boqueirão - 602 - Circular Sul (AH)","{""type"":""Point"",""coordinates"":[-49.2302453297,-25.51645008559]}","602","CIRCULAR SUL  (ANTI-HORÁRIO)","EXPRESSO","VERMELHA","N"
104304,"Plataforma","Terminal Boqueirão - 602 - Circular Sul (AH)","{""type"":""Point"",""coordinates"":[-49.2302453297,-25.51645008559]}","602","CIRCULAR SUL  (ANTI-HORÁRIO)","EXPRESSO","VERMELHA","N"
104306,"Plataforma","Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","{""type"":""Point"",""coordinates"":[-49.230654665012,-25.516545991197]}","533","E. VERÍSSIMO / PANTANAL","ALIMENTADOR","LARANJA","N"
104306,"Plataforma","Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","{""type"":""Point"",""coordinates"":[-49.230654665012,-25.516545991197]}","533","E. VERÍSSIMO / PANTANAL","ALIMENTADOR","LARANJA","N"
104306,"Plataforma","Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","{""type"":""Point"",""coordinates"":[-49.230654665012,-25.516545991197]}","533","E. VERÍSSIMO / PANTANAL","ALIMENTADOR","LARANJA","N"
104307,"Plataforma","Terminal Boqueirão - 335 - Centenário / Boqueirão","{""type"":""Point"",""coordinates"":[-49.230567872352,-25.51672261758]}","335","CENTENÁRIO / BOQUEIRÃO","ALIMENTADOR","LARANJA","N"
104307,"Plataforma","Terminal Boqueirão - 335 - Centenário / Boqueirão","{""type"":""Point"",""coordinates"":[-49.230567872352,-25.51672261758]}","335","CENTENÁRIO / BOQUEIRÃO","ALIMENTADOR","LARANJA","N"
104308,"Plataforma","Terminal Boqueirão - 534 - Parigot de Souza","{""type"":""Point"",""coordinates"":[-49.230488660049,-25.516896429537]}","534","PARIGOT DE SOUZA","ALIMENTADOR","LARANJA","N"
104308,"Plataforma","Terminal Boqueirão - 534 - Parigot de Souza","{""type"":""Point"",""coordinates"":[-49.230488660049,-25.516896429537]}","534","PARIGOT DE SOUZA","ALIMENTADOR","LARANJA","N"
104309,"Plataforma","Terminal Boqueirão - 515 - Iguape II","{""type"":""Point"",""coordinates"":[-49.230344723873,-25.517127579423]}","515","IGUAPE II","ALIMENTADOR","LARANJA","N"
104309,"Plataforma","Terminal Boqueirão - 515 - Iguape II","{""type"":""Point"",""coordinates"":[-49.230344723873,-25.517127579423]}","515","IGUAPE II","ALIMENTADOR","LARANJA","N"
104310,"Plataforma","Terminal Boqueirão - 535 - Osternack / Boqueirão","{""type"":""Point"",""coordinates"":[-49.230275569277,-25.517281210287]}","535","OSTERNACK / BOQUEIRÃO","ALIMENTADOR","LARANJA","N"
104310,"Plataforma","Terminal Boqueirão - 535 - Osternack / Boqueirão","{""type"":""Point"",""coordinates"":[-49.230275569277,-25.517281210287]}","535","OSTERNACK / BOQUEIRÃO","ALIMENTADOR","LARANJA","N"
104311,"Plataforma","Terminal Boqueirão - 532 - Jd.Paranaense","{""type"":""Point"",""coordinates"":[-49.230198747186,-25.517446369145]}","532","JD. PARANAENSE","ALIMENTADOR","LARANJA","N"
104311,"Plataforma","Terminal Boqueirão - 532 - Jd.Paranaense","{""type"":""Point"",""coordinates"":[-49.230198747186,-25.517446369145]}","532","JD. PARANAENSE","ALIMENTADOR","LARANJA","N"
104313,"Plataforma","Terminal Boqueirão - 536 - ZOOLÓGICO","{""type"":""Point"",""coordinates"":[-49.23051953373,-25.517411195581]}","536","ZOOLÓGICO","ALIMENTADOR","LARANJA","N"
104313,"Plataforma","Terminal Boqueirão - 536 - ZOOLÓGICO","{""type"":""Point"",""coordinates"":[-49.23051953373,-25.517411195581]}","536","ZOOLÓGICO","ALIMENTADOR","LARANJA","N"
104315,"Plataforma","Terminal Boqueirão - 536 - Zoológico","{""type"":""Point"",""coordinates"":[-49.230692186508,-25.5170754008]}","536","ZOOLÓGICO","ALIMENTADOR","LARANJA","N"
104315,"Plataforma","Terminal Boqueirão - 536 - Zoológico","{""type"":""Point"",""coordinates"":[-49.230692186508,-25.5170754008]}","536","ZOOLÓGICO","ALIMENTADOR","LARANJA","N"
104316,"Plataforma","Terminal Boqueirão - 513 - Hauer / Boqueirão","{""type"":""Point"",""coordinates"":[-49.230750262565,-25.516951512551]}","513","HAUER / BOQUEIRÃO","ALIMENTADOR","LARANJA","N"
104316,"Plataforma","Terminal Boqueirão - 513 - Hauer / Boqueirão","{""type"":""Point"",""coordinates"":[-49.230750262565,-25.516951512551]}","513","HAUER / BOQUEIRÃO","ALIMENTADOR","LARANJA","N"
104317,"Plataforma","Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","{""type"":""Point"",""coordinates"":[-49.230840495701,-25.51678724605]}","533","E. VERÍSSIMO / PANTANAL","ALIMENTADOR","LARANJA","N"
104317,"Plataforma","Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","{""type"":""Point"",""coordinates"":[-49.230840495701,-25.51678724605]}","533","E. VERÍSSIMO / PANTANAL","ALIMENTADOR","LARANJA","N"
104317,"Plataforma","Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","{""type"":""Point"",""coordinates"":[-49.230840495701,-25.51678724605]}","539","REFORÇO TERMINAL","ALIMENTADOR","LARANJA","N"
104317,"Plataforma","Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","{""type"":""Point"",""coordinates"":[-49.230840495701,-25.51678724605]}","539","REFORÇO TERMINAL","ALIMENTADOR","LARANJA","N"
104317,"Plataforma","Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","{""type"":""Point"",""coordinates"":[-49.230840495701,-25.51678724605]}","533","E. VERÍSSIMO / PANTANAL","ALIMENTADOR","LARANJA","N"
104318,"Plataforma","Terminal Boqueirão - 531 - Santa Inês","{""type"":""Point"",""coordinates"":[-49.230904139881,-25.516667744765]}","531","STA. INÊS","ALIMENTADOR","LARANJA","N"
104318,"Plataforma","Terminal Boqueirão - 531 - Santa Inês","{""type"":""Point"",""coordinates"":[-49.230904139881,-25.516667744765]}","531","STA. INÊS","ALIMENTADOR","LARANJA","N"
104319,"Plataforma","Terminal Boqueirão - 545 - Trabalhador / 540 - Boqueirão / Mondelez","{""type"":""Point"",""coordinates"":[-49.230965976687,-25.516554386786]}","540","BOQUEIRAO / MONDELEZ","ALIMENTADOR","LARANJA","N"
104319,"Plataforma","Terminal Boqueirão - 545 - Trabalhador / 540 - Boqueirão / Mondelez","{""type"":""Point"",""coordinates"":[-49.230965976687,-25.516554386786]}","545","TRABALHADOR","ALIMENTADOR","LARANJA","N"
104319,"Plataforma","Terminal Boqueirão - 545 - Trabalhador / 540 - Boqueirão / Mondelez","{""type"":""Point"",""coordinates"":[-49.230965976687,-25.516554386786]}","545","TRABALHADOR","ALIMENTADOR","LARANJA","N"
104319,"Plataforma","Terminal Boqueirão - 545 - Trabalhador / 540 - Boqueirão / Mondelez","{""type"":""Point"",""coordinates"":[-49.230965976687,-25.516554386786]}","540","BOQUEIRAO / MONDELEZ","ALIMENTADOR","LARANJA","N"
104401,"Plataforma","Terminal Cabral - 245 - Reforço Anita Garibaldi","{""type"":""Point"",""coordinates"":[-49.252312662012,-25.406531585969]}","245","REFORÇO ANITA GARIBALDI","ALIMENTADOR","LARANJA","N"
104401,"Plataforma","Terminal Cabral - 245 - Reforço Anita Garibaldi","{""type"":""Point"",""coordinates"":[-49.252312662012,-25.406531585969]}","245","REFORÇO ANITA GARIBALDI","ALIMENTADOR","LARANJA","N"
104403,"Plataforma","Terminal Cabral -  B20 - Guaraituba / Cabral (via Maracanã)","{""type"":""Point"",""coordinates"":[-49.252417848411,-25.406645239008]}","020","INTERBAIRROS II (HORÁRIO)","INTERBAIRROS","VERDE","N"
104404,"Plataforma","Terminal Cabral - 216 - Cabral / Portão","{""type"":""Point"",""coordinates"":[-49.252209977212,-25.406417371249]}","216","CABRAL / PORTÃO","ALIMENTADOR","LARANJA","N"
104404,"Plataforma","Terminal Cabral - 216 - Cabral / Portão","{""type"":""Point"",""coordinates"":[-49.252209977212,-25.406417371249]}","216","CABRAL / PORTÃO","ALIMENTADOR","LARANJA","N"
104405,"Plataforma","Terminal Cabral - 021 - Interbairros II (AH)","{""type"":""Point"",""coordinates"":[-49.252240822616,-25.406451388846]}","021","INTERBAIRROS II (ANTI-HORÁRIO)","INTERBAIRROS","VERDE","N"
104405,"Plataforma","Terminal Cabral - 021 - Interbairros II (AH)","{""type"":""Point"",""coordinates"":[-49.252240822616,-25.406451388846]}","021","INTERBAIRROS II (ANTI-HORÁRIO)","INTERBAIRROS","VERDE","N"
104405,"Plataforma","Terminal Cabral - 021 - Interbairros II (AH)","{""type"":""Point"",""coordinates"":[-49.252240822616,-25.406451388846]}","021","INTERBAIRROS II (ANTI-HORÁRIO)","INTERBAIRROS","VERDE","N"
104405,"Plataforma","Terminal Cabral - 021 - Interbairros II (AH)","{""type"":""Point"",""coordinates"":[-49.252240822616,-25.406451388846]}","021","INTERBAIRROS II (ANTI-HORÁRIO)","INTERBAIRROS","VERDE","N"
104405,"Plataforma","Terminal Cabral - 021 - Interbairros II (AH)","{""type"":""Point"",""coordinates"":[-49.252240822616,-25.406451388846]}","021","INTERBAIRROS II (ANTI-HORÁRIO)","INTERBAIRROS","VERDE","N"
104405,"Plataforma","Terminal Cabral - 021 - Interbairros II (AH)","{""type"":""Point"",""coordinates"":[-49.252240822616,-25.406451388846]}","021","INTERBAIRROS II (ANTI-HORÁRIO)","INTERBAIRROS","VERDE","N"
104405,"Plataforma","Terminal Cabral - 021 - Interbairros II (AH)","{""type"":""Point"",""coordinates"":[-49.252240822616,-25.406451388846]}","021","INTERBAIRROS II (ANTI-HORÁRIO)","INTERBAIRROS","VERDE","N"
104405,"Plataforma","Terminal Cabral - 021 - Interbairros II (AH)","{""type"":""Point"",""coordinates"":[-49.252240822616,-25.406451388846]}","021","INTERBAIRROS II (ANTI-HORÁRIO)","INTERBAIRROS","VERDE","N"
104406,"Plataforma","Terminal Cabral - 020 - Interbairros II (H)","{""type"":""Point"",""coordinates"":[-49.252353475395,-25.406384298118]}","020","INTERBAIRROS II (HORÁRIO)","INTERBAIRROS","VERDE","N"
104406,"Plataforma","Terminal Cabral - 020 - Interbairros II (H)","{""type"":""Point"",""coordinates"":[-49.252353475395,-25.406384298118]}","020","INTERBAIRROS II (HORÁRIO)","INTERBAIRROS","VERDE","N"
